title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
Made of Honor	2008	PG-13	13.0	101	Comedy; Romance	Paul Weiland	Patrick Dempsey; Michelle Monaghan; Kevin McKidd; Kadeem Hardison	Made of Honor revolves around Tom and Hannah who have been platonic friends for 10 years Hes a serial dater while she wants marriage but hasnt found Mr Right Just as Tom is starting to think that he is relationship material after all Hannah gets engaged When she asks Tom to be her maid of honor he reluctantly agrees just so he can attempt to stop the wedding and woo her	English	USA; UK	1 win & 1 nomination	5.9	14.0	37	46012734.0	Sony Pictures/Columbia	2-May-08	697091.0	71.0	835.0	27.0	40000000.0	46012734.0	Sony / Columbia	41184010	6012734	17873617	33377321	37805640	20534031	18300229	21191761
Mamma Mia!	2008	PG-13	13.0	108	Comedy; Family; Musical	Phyllida Lloyd	Amanda Seyfried; Stellan Skarsgård; Pierce Brosnan; Nancy Baldwin	Set on a colorful Greek island the plot serves as a background for a wealth of ABBA songs A young woman about to be married discovers that any one of three men could be her father She invites all three to the wedding without telling her mother Donna who was once the lead singer of Donna and the Dynamos In the meantime Donna has invited her backup singers Rosie and Tanya	English; Greek	USA; UK; Germany	Nominated for 2 Golden Globes Another 15 wins & 24 nominations	6.4	54.0	51	143704210.0	Universal Pictures	18-Jul-08	34159.0	1.0	23.0	3.0	52000000.0	144130063.0	Universal	165700210	92130063	57432630	42557252	87202139	20534031	26345508	26657449
Man on Wire	2008	PG-13	13.0	94	Documentary; Biography	James Marsh	Philippe Petit; Jean François Heckel; Jean-Louis Blondeau; Annie Allix	On August 7 1974 Philippe Petit a French wire walker juggler and street performer days shy of his 25th birthday spent 45 minutes walking dancing kneeling and lying on a wire he and friends strung between the rooftops of the Twin Towers Uses contemporary interviews archival footage and recreations to tell the story of his previous walks between towers of Notre Dame and of the Sydney Harbour Bridge his passions and friendships and the details of the night before the walk: getting cable into the towers hiding from guards and mounting the wire It ends with observations of the profound changes the walks success brought to Philippe and those closest to him	English; French	UK; USA	Won 1 Oscar Another 45 wins & 11 nominations	7.8	100.0	89	2600296.0	Magnolia Pictures	25-Jul-08	325790.0	79.0	295.0	17.0		2962242.0	Magnolia	11848968	2962242	35639607	33377321	15135969	20534031	470207	372231
Max Payne	2008	PG-13	13.0	100	Action; Crime; Drama	John Moore	Mark Wahlberg; Mila Kunis; Beau Bridges; Ludacris	Three years ago NYPD detective Max Paynes wife and baby were murdered Max gets himself transferred to the cold case office where he can continue searching for the killer who got away Hes a loner but two people reach out to him during a fateful week: Alex his ex-partner who may have found a clue and BB the security chief at the pharmaceutical company where Maxs wife worked Meanwhile bodies are piling up some as a result of a drug on the street that is highly addictive and for many who take it brings hideous hallucinations When one of the bodies is a woman Payne was the last to see alive her sister comes looking for him armed to the teeth Max must move fast	English; Russian; Spanish	Canada; USA	1 nomination	5.4	16.0	31	40632110.0	20th Century Fox	17-Oct-08	230871.0	96.0	533.0	43.0	35000000.0	40689393.0	Fox	23724326	5689393	47638420	33362845	40282196	20534031	26730820	26022736
Meet the Spartans	2008	PG-13	13.0	86	Comedy	Jason Friedberg; Aaron Seltzer	Sean Maguire; Carmen Electra; Ken Davitian; Kevin Sorbo	The heroic Spartan king Leonidas armed with nothing but leather underwear and a cape leads a ragtag bunch of 13 Spartan misfit warriors to defend their homeland against thousands of invading Persians whom include the Ghost Rider Rocky Balboa the Autobots and an ugly hunchbacked Paris Hilton and a shaved-head Brittany Spears	English	USA	6 nominations	2.7	2.0	9	38200000.0	20th Century Fox	25-Jan-08	705549.0	201.0	1239.0	186.0		38233676.0	Fox	133835915	32724054	17873617	18312090	22968094	20534031	26730820	26022736
Milk	2008	R	17.0	128	Biography; Drama	Gus Van Sant	Sean Penn; Emile Hirsch; Josh Brolin; Diego Luna	Using flashbacks from a statement recorded late in life and archival footage for atmosphere this film traces Harvey Milks career from his 40th birthday to his death He leaves the closet and New York opens a camera shop that becomes the salon for San Franciscos growing gay community and organizes gays purchasing power to build political alliances He runs for office with lover Scott Smith as his campaign manager Victory finally comes on the same day Dan White wins in the citys conservative district The rest of the film sketches Milks relationship with White and the 1978 fight against a statewide initiative to bar gays and their supporters from public school jobs	English	USA	Won 2 Oscars Another 61 wins & 141 nominations	7.6	94.0	84	31716847.0	Focus Features	26-Nov-08	693974.0		1503.0	153.0	20000000.0	31841299.0	Focus Features	25544928	11841299	17873617	18312090	22099989	10903945	10408181	8513200
Miracle at St. Anna	2008	R	17.0	160	Action; Crime; Drama	Spike Lee	Derek Luke; Michael Ealy; Laz Alonso; Omar Benson Miller	Christmas 1983 A New York postal clerk a Buffalo Soldier in Italy in World War II shoots a stranger In his apartment police find a valuable Italian marble head missing since the war Flashbacks tell the story of four Black soldiers who cross Tuscanys Serchio River dodging German and friendly fire With a shell-shocked boy in tow they reach the village of Colognora Orders via radio tell them to capture a German soldier for questioning about a counteroffensive In the village a beautiful woman partisans that include a traitor and a local legend the boy and the story of a recent massacre connect to the postal workers anguish forty years later And the miracle?	English; German; Italian	USA; Italy	2 wins & 9 nominations	6.0	33.0	37	7756328.0	Touchstone Pictures	26-Sep-08	212451.0				45000000.0	7919117.0	Buena Vista	-11766821	-37080883	50457573	13354436	40282196	10903945	2046621	53164745
Mirrors	2008	R	17.0	110	Horror; Mystery	Alexandre Aja	Kiefer Sutherland; Paula Patton; Cameron Boyce; Erica Gluck	In New York the former NYPD detective Ben Carson is hired to work as night watch of the remains of the Mayflower Department Store that was partially destroyed by fire many years ago Ben became alcoholic and was retired from the police force after killing a man in a shooting His marriage was also destroyed and now he is living in the apartment of his younger sister Angie However he has not been drinking for three months and sees the employment as a chance to rebuild his life When he goes to the rounds in his first night he finds that the mirrors are impeccably clean and his colleague explains that the former night watch was obsessed with the mirrors After a couple of nights Ben sees weird images in the mirrors but due to the lack of credibility of his past his ex-wife Amy believes he has hallucinations as a side effect of his medication When Angie is found brutally murdered in her bathtub Ben discovers that there is an evil force in the mirror that is chasing him and jeopardizing his family	English	USA; Romania; Germany	2 nominations	6.2	14.0	35	30575158.0	Buena Vista Pictures	15-Aug-08	6827904.0	2693.0	11352.0	2064.0		30691439.0	Fox	113935451	30691439	17873617	44356425	38308249	10903945	57937367	26022736
The Mummy: Tomb of the Dragon Emperor	2008	PG-13	13.0	112	Action; Adventure; Fantasy	Rob Cohen	Brendan Fraser; Jet Li; Maria Bello; John Hannah	Centuries ago the evil Emperor Han was cursed by the sorceress Zi Yuan who transformed him and his army into mummies In 1946 the explorer Rick OConnell and his wife Evelyn OConnell are invited by the British government to take a relic the diamond The Eye of Shangri-La to China The ancient stone is capable of resurrecting the Emperor Han and of pointing the way to Shangri-La and the eternal pool of life When the couple reaches China they meet their son Alex OConnell who has discovered the tomb of Han and Evelyns brother Jonathan Carnahan The OConnells are betrayed by their friend Prof Roger Wilson who is associated with General Yang Yang wants to serve Emperor Han so he resurrects the mummy and they head for Shangri-La The guardian of Hans tomb (and Zis daughter) Lin tells them that the only ways to destroy Han are to prevent him from reaching Shangri-La or by stabbing his heart with a cursed dagger	English; Mandarin; Sanskrit	USA; Germany; China	2 wins & 6 nominations	5.2	12.0	31	101600000.0	Universal Pictures	1-Aug-08	3615328.0	2169.0	6722.0	842.0	145000000.0	102491776.0	Universal	-11961542	-37989366	15015122	34160928	63228678	20534031	26345508	26657449
Never Back Down	2008	PG-13	13.0	110	Action; Drama; Sport	Jeff Wadlow	Sean Faris; Amber Heard; Cam Gigandet; Evan Peters	At his new high school a rebellious teen Jake Tyler is lured into an ultimate underground fighting club in a Backyard Fight where he finds a mentor in a mixed martial arts veteran After receiving threats to the safety of his friends and family Jake seeks the mentoring of a veteran fighter to train his mind and body for one final no-holds-barred elimination fight with his unrelenting personal nemesis and local martial arts champion Ryan McCarthy	English	USA	1 win	6.6	22.0	39	24767490.0	Summit Entertainment	14-Mar-08	1039234.0	163.0	2886.0	86.0	20000000.0	24850922.0	Summit Entertainment	7681345	2823453	17873617	18312090	52605742	20534031	27818296	29263424
Nights in Rodanthe	2008	PG-13	13.0	97	Drama; Romance	George C. Wolfe	Richard Gere; Diane Lane; Christopher Meloni; Viola Davis	Adrienne Willis a woman with her life in chaos retreats to the tiny coastal town of Rodanthe in the Outer Banks of North Carolina to tend to a friends inn for the weekend Here she hopes to find the tranquility she so desperately needs to rethink the conflicts surrounding her -- a wayward husband who has asked to come home and a teen-aged daughter who resents her every decision Almost as soon as Adrienne gets to Rodanthe a major storm is forecast and a guest named Dr Paul Flanner arrive The only guest at the inn Flanner is not on a weekend escape but rather is there to face his own crisis of conscience Now with the storm closing in the two turn to each other for comfort and in one magical weekend set in motion a life-changing romance that will resonate throughout the rest of their lives	English; Spanish	USA; Australia	1 nomination	6.0	30.0	39	41840908.0	Warner Bros. Pictures/Village Roadshow	26-Sep-08	199214.0	9.0	231.0	33.0		41850659.0	Warner Bros.	93086388	41850659	36646372	21678040	25564815	20534031	75916404	25532021
Nothing Like the Holidays	2008	PG-13	13.0	98	Comedy; Drama; Romance	Alfredo Rodriguez de Villa	Alfred Molina; Elizabeth Peña; Freddy Rodríguez; Luis Guzmán	A Puerto Rican family living in the area of Humboldt Park in west Chicago face what may be their last Christmas together	English	USA	1 win & 4 nominations	6.1	52.0	50	7478384.0	Overture	12-Dec-08	5115.0	3.0	14.0	1.0		7503736.0	Overture Films	-8777835	7503736	17873617	18312090	48532909	20534031	7503736	4660776
